['Legenda'],['Relevancia']
"['SEMAD', 'TV', '|', 'superintendente', 'Fiscalização', 'Controle', 'Semad', 'Marcelo', 'Sales', 'TBC', 'falar', 'sobre', 'notícia', 'importante', 'semana', 'agenda', 'meio', 'ambiente', ':', 'desmatamento', 'Cerrado', 'Goiás', 'caiu', '18', '%', '2023', '.', 'estado', 'Cerrado', 'reduziu', 'desmatamento', 'ano', '.', 'Assista', 'entrevista', '.', '@', 'marcelo_m_sales', '@', 'rodrigopbastos', '@', 'robsondisarz', '@', 'andrea_vulcanis', '@', 'murilomapas']",['positivo']
"['origem', 'Cupuaçu', '#', 'arvores', '#', 'plantas', '#', 'cupuaçu', '#', 'amazonia', '#', 'frutas', '#', 'natureza']",['positivo']
"['Ontem', 'entregamos', 'tão', 'esperado', 'livro', 'reúne', 'contribuições', 'municípios', 'sobre', 'meio', 'ambiente', 'Goiás', '.', 'livro', 'resultado', '45', 'dias', 'encontros', 'temáticos', 'webinares', 'sobre', 'pauta', 'ambiental', 'realizados', 'dez', 'regiões', 'Goiás', 'agosto', 'setembro', '2022', '.', 'livro', 'recebeu', 'nome', '``', 'Diálogos', 'Ambientais', ""''"", '.', 'versão', 'final', 'livro', 'propõe', 'diretrizes', 'aperfeiçoamento', 'gestão', 'meio', 'ambiente', '(', 'maioria', 'âmbito', 'municipal', '.', 'disponível', 'consulta', 'site', 'partir', 'agora', 'irá', 'nortear', 'ações', 'meio', 'ambiente', 'municípios', 'goianos', '#', 'dialogosambientais', '#', 'semadgoias']",['positivo']
"['FLAGRANTE', 'DESMATAMENTO', 'CRIXÁS', 'Fiscais', 'Secretaria', 'Estado', 'Meio', 'Ambiente', 'Desenvolvimento', 'Sustentável', '(', 'Semad', ')', 'flagraram', 'nesta', 'quinta-feira', '(', '30/11', ')', 'desmatamento', 'ilegal', '7876', 'hectares', 'propriedade', 'rural', 'localizada', 'Auriverde', 'distrito', 'município', 'Crixás', 'região', 'noroeste', 'Goiás', '.', 'Semad', 'aplicou', 'R', '$', '2247', 'mil', 'multas', 'apreendeu', 'quatro', 'máquinas', 'agrícolas', '.', 'total', '787', 'hectares', 'área', 'desmatada', '44', 'Área', 'Preservação', 'Permanente', '(', 'APP', ')', ';', '303', 'reserva', 'legal', '439', 'área', 'passível', '.', 'Vale', 'lembrar', 'legislação', 'ambiental', 'proíbe', 'supressão', 'vegetação', 'APPs', 'não', 'claro', 'interesse', 'coletivo', '(', 'construção', 'ponte', 'exemplo', ')', '.', 'áreas', 'passíveis', 'supressão', 'pode', 'acontecer', 'desde', 'seguidas', 'todas', 'condições', 'estabelecidas', 'lei', 'autorização', 'expressa', 'órgão', 'ambiental', '.', 'fim', 'reserva', 'legal', 'diz', 'respeito', 'mínimo', 'área', 'vegetação', 'nativa', 'toda', 'propriedade', 'obrigada', 'preservar', '(', 'portanto', 'não', 'pode', 'desmatada', ')', '.', 'Cerrado', 'RL', '20', '%', '.', 'Além', 'multas', 'fiscalização', 'embargou', 'área', '.', 'máquinas', 'apreendidas', 'escadeira', 'CaterPillar', '318-D', 'dois', 'tratores', 'esteira', 'trilho', 'ancinho', 'trator', 'lâmina', 'frontal', '.', 'Desmatamento', 'Cerrado', 'última', 'terça-feira', '(', '28', ')', 'Instituto', 'Pesquisas', 'Espaciais', '(', 'Inpe', ')', 'Ministério', 'Meio', 'Ambiente', 'divulgaram', 'informação', 'Goiás', 'estado', 'Cerrado', 'brasileiro', 'reduziu', 'desmatamento', 'período', 'agosto', '2022', 'julho', '2023', '.', 'redução', '18', '%', 'comparação', 'recorte', 'tempo', 'vai', 'agosto', '2021', 'julho', '2022', '.', 'dado', 'consta', 'balanço', 'anual', 'projeto', 'Prodes', 'Cerrado', '.', 'secretária', 'Meio', 'Ambiente', 'Desenvolvimento', 'Sustentável', 'Andréa', 'Vulcanis', 'afirma', 'redução', 'resultado', 'pacto', 'firmado', 'Governo', 'Goiás', 'setores', 'produtivos', 'objetivo', 'zerar', 'desmatamento', 'ilegal', 'Estado', '2030', '.']",['positivo']
"['sabem', 'equipe', 'partiu', 'rumo', 'Dubai', 'participar', 'COP28', 'né', '?', 'afinal', 'tal', 'COP', '?', 'Secretária', '@', 'andrea_vulcanis', 'explica', 'tudinho', 'nesse', 'vídeo', '.', 'aí', 'quer', 'ver', 'tudo', 'acontece', 'lá', '?', '?', 'Fiquem', 'olho', 'aqui', 'insta', 'mostraremos', 'todos', 'detalhes', 'bastidores', '.']",['irrelevante']
"['``', 'enfrentar', 'debate', 'sobre', 'ritmo', 'lento', 'descarbonização', 'planeta', 'trabalhar', 'economia', 'menos', 'dependente', 'combustíveis', 'fósseis', ""''"", 'discursou', 'presidente', 'Lula', 'abertura', 'COP28', 'Dubai', '.', '``', 'Brasil', 'disposto', 'liderar', 'exemplo', '.', 'Ajustamos', 'metas', 'climáticas', 'reduzimos', 'drasticamente', 'desmatamento', 'Amazônia', 'vamos', 'zerá-lo', '2030', '.', 'Formulamos', 'Plano', 'Transformação', 'Ecológica', 'promover', 'industrialização', 'verde', 'agricultura', 'baixo', 'carbono', 'bioeconomia', '.', 'Forjamos', 'visão', 'comum', 'países', 'amazônicos', 'criamos', 'pontes', 'outros', 'países', 'detentores', 'florestas', 'tropicais', '.', ""''""]",['positivo']
"['Cientistas', 'fazem', 'redescoberta', 'árvore', 'extinta', 'Pernambuco', 'onde', 'encontraram', 'quatro', 'exemplares', 'azevinho', 'pernambucano', 'plantação', 'cana-de-açúcar', 'estado', '.', 'espécie', 'conhecida', 'cientificamente', 'Ilex', 'sapiiformis', 'inicialmente', 'documentada', 'botânico', 'escocês', 'George', 'Gardner', '1838', 'redescoberta', 'março', 'deste', 'ano', 'Igarassu', 'próxima', 'Recife', '.', 'engenheira', 'agrônoma', 'especialista', 'botânica', 'Juliana', 'Alencar', 'juntamente', 'professor', 'Milton', 'Groppo', 'Júnior', 'Faculdade', 'Filosofia', 'Ciências', 'Letras', 'Ribeirão', 'Preto', '(', 'FFCLRP', ')', 'USP', 'participou', 'equipe', 'liderada', 'pesquisador', 'Gustavo', 'Martinelli', 'Instituto', 'Pesquisas', 'Jardim', 'Botânico', 'Rio', 'Janeiro', '.', 'espécie', 'procuradas', 'organizações', 'conservação', 'ambiental', '.', 'Juliana', 'Alencar', 'relata', 'então', 'acreditava-se', 'espécie', 'extinta', 'vias', 'extinção', '.', 'expedições', 'Pernambuco', 'fazem', 'parte', 'projeto', 'organização', 'conservacionista', 'Re', ':', 'wild', 'reconhecida', 'participação', 'ator', 'americano', 'Leonardo', 'DiCaprio', '.', 'projeto', 'global', 'visa', 'encontrar', 'espécies', 'não', 'vistas', 'tempo', 'cientistas', 'atualmente', 'lista', '25', 'espécies', '“', 'perdidas', '”', 'procuradas', '.', 'Leia', 'tudo', 'através', 'stories', 'link', 'bio', '.', 'https', ':', '//florestalbrasil.com/redescoberta-de-arvore-que-se-achava-estar-extinta-em-pernambuco-apos-185-anos/', '#', 'pernambuco', '#', 'usp', '#', 'plantas', '#', 'arvores', '#', 'descoberta', '#', 'curiosidades', '#', 'botanica', '#', 'agronomia', '#', 'florestal', '#', 'jbrj']",['positivo']
"['PARTIU', 'COP28', '|', 'secretária', 'Andréa', 'Vulcanis', 'Dubai', 'pra', 'participar', 'COP28', 'estará', 'aqui', 'pra', 'contar', 'tá', 'sendo', 'participação', 'Goiás', 'importante', 'fórum', 'sobre', 'mudanças', 'clima', 'mundo', '.', 'alguma', 'dúvida', '?', 'Deixe', 'aí', 'comentários', 'responde', '.']",['positivo']
"['GOIÁS', 'COP28', '|', 'Acontece', 'Dubai', 'durante', 'COP28', 'primeira', 'aparição', 'internacional', 'Consórcio', 'Brasil', 'Verde', 'Goiás', 'faz', 'parte', '.', 'Trata-se', 'associação', 'formada', 'estados', 'enfrentar', 'mudanças', 'climáticas', 'País', '.', 'Nesse', 'post', 'gente', 'explica', 'Consórcio', 'pra', 'serve', '.', 'dúvidas', 'escreva', 'aí', 'comentários', 'gente', 'esclarece', '!', '@', 'naty_abrito', '@', 'milvogabriel', '@', 'andrea_vulcanis', '@', 'jpgurgelsilva']",['irrelevante']
"['SALARIO', 'ENGENHEIRO', 'FLORESTAL', '?', 'Fizemos', 'vídeo', 'intitulado', '“', 'Quase', 'Tudo', 'precisa', 'saber', 'sobre', 'Engenharia', 'Florestal', '”', 'tempo', 'atrás', 'entanto', 'ficou', 'faltando', 'informação', 'crucial', 'tema', '“', 'Quanto', 'ganha', 'Engenheiro', 'Florestal', '”', '?', 'Nesse', 'video', 'esperamos', 'responder', 'pergunta', 'outras', '.', 'Comenta', 'ai', 'ficou', 'faltando', 'algo', 'compartilha', 'pode', 'interessar', 'tema', '#', 'engenharias', '#', 'salario', '#', 'crea', '#', 'engenheiroflorestal', '#', 'florestalbrasil', '#', 'trabalho', '#', 'job', '#', 'pisosalarial']",['positivo']
"['sabendo', 'Semad', 'flagrou', 'desmatamento', 'ilegal', '78', 'hectares', 'propriedade', 'rural', 'região', 'noroeste', 'Goiás', 'né', '?', '!', 'ação', 'resultou', 'R', '$', '2247', 'mil', 'multas', 'aplicadas', 'além', 'quatro', 'máquinas', 'agrícolas', 'apreendidas', '.', 'Semad', 'descobriu', 'crime', '?', 'técnica', 'ambiental', 'Ana', 'Cláudia', 'Lima', 'superintendente', 'fiscalização', 'Marcelo', 'Sales', 'explicaram', 'gente', '!', 'técnicos', 'secretaria', 'acessam', 'imagens', 'via', 'satélite', 'facilita', 'hora', 'detectar', 'mudanças', 'vegetação', 'identificar', 'áreas', 'desmatamento', 'ilegal', '.', 'Assim', 'feita', 'comparação', 'áreas', 'longo', 'tempo', 'fim', 'identificar', 'alterações', 'significativas', 'desmatamento', 'supressão', 'vegetação', '.', 'Parabéns', 'todos', 'envolvidos', '!']",['irrelevante']
"['Brasil', 'apresentou', 'nesta', 'sexta-feira', '(', '1/12', ')', '#', 'COP28', 'Dubai', 'proposta', 'mecanismo', 'financeiro', 'pagar', 'proteção', 'florestas', 'tropicais', '80', 'países', '.', 'recursos', 'destinados', 'redução', 'desmatamento', 'degradação', 'restauração', 'proteção', 'destas', 'florestas', '.', 'Veja', 'apresentação', 'completa', 'YouTube', 'MMA', '(', '@', 'mmeioambiente', ')', '.', 'Link', 'stories', '.', '@', 'canalgov']",['positivo']
"['Governo', 'Goiás', 'meio', 'Secretaria', 'Meio', 'Ambiente', 'Desenvolvimento', 'Sustentável', '(', 'Semad', ')', 'empresas', 'Rumo', 'Malha', 'Central', 'STCP', 'Engenharia', 'Projetos', 'Escritório', 'Executivo', 'Juntos', 'Araguaia', '(', 'JPA', ')', 'fazem', 'lançamento', 'Lote', '5', 'programa', 'dia', '15', 'dezembro', 'sexta-feira', '.', 'contemplados', 'municípios', 'Mineiros', 'abriga', 'nascentes', 'rio', 'Portelândia', '.', 'evento', 'realizado', 'Auditório', 'principal', 'Unidade', 'I', 'Centro', 'Universitário', 'Mineiros', '(', 'Unifimes', ')', 'localizado', 'Rua', '22', 'esquina', 'Avenida', 'Pampas', 'Setor', 'Aeroporto', 'Mineiros', '(', 'GO', ')', '.', 'atividades', 'vão', 'estender', '07h30', '11h30', '.', 'lançamento', 'contará', 'presença', 'secretária', 'Meio', 'Ambiente', 'Desenvolvimento', 'Sustentável', '(', 'Semad', ')', 'Andréa', 'Vulcanis', '.', 'confirmadas', 'participações', 'presidente', 'Comissão', 'Meio', 'Ambiente', 'Recursos', 'Hídricos', 'Assembleia', 'Legislativa', 'Goiás', 'deputada', 'Rosângela', 'Rezende', 'prefeitos', 'Aleomar', 'Rezende', '(', 'Mineiros', ')', 'Marly', 'David', 'Rezende', 'Rodrigues', '(', 'Portelândia', ')', '.', 'previstas', 'apresentações', 'parte', 'dirigentes', 'Rumo', 'Malha', 'Central', 'S.A.', 'empresa', 'investidora', 'Lote', '5', 'programa', 'STCP', 'Engenharia', 'Projetos', 'LTDA', 'responsável', 'execução', 'Escritório', 'Executivo', 'Projetos', '(', 'EEP', ')', 'Juntos', 'Araguaia', '.', 'homenageados', 'produtores', 'parceiros', 'iniciativa', 'Mineiros', 'Portelândia', '.', 'final', 'haverá', 'plantio', 'simbólico', 'mudas', 'nativas', 'bioma', 'Cerrado', '.', 'JPA', 'mecanismos', 'visam', 'melhoria', 'qualidade', 'ambiental', 'prol', 'revitalização', 'Bacia', 'Hidrográfica', 'Alto', 'Rio', 'Araguaia', '.', 'meta', 'promover', 'equilíbrio', 'valores', 'ecológicos', 'econômicos', 'sociais', 'associados', 'práticas', 'recomposição', 'vegetação', 'conservação', 'solo', 'água', '.', 'programa', 'traz', 'conceito', 'fundamental', ':', 'transformar', 'visão', 'significado', 'ação', 'pessoas', 'relação', 'meio', 'ambiente', '.', '#', 'LançamentoDoLote5', '#', 'MineirosEPortelândia', '#', 'JuntosPeloAraguaia', '#', 'JPA', '#', 'Programajpa', '#', 'EscritórioExecutivo', '#', 'SemadGO', '#', 'SemaMT', '#', 'GovernoDeGoiás', '#', 'GovernoDoMatoGrosso']",['positivo']
"['EMBAIXADORES', 'CERRADO', '|', 'primeiro', 'semestre', '2023', 'alunos', 'rede', 'estadual', 'Educação', 'provocados', 'escrever', 'redações', 'sobre', 'meio', 'ambiente', 'escolas', '.', 'Secretaria', 'Estadual', 'Educação', 'escolheu', 'melhores', 'autores', '``', 'nomeados', ""''"", 'Embaixadores', 'Cerrado', ""''"", '.', 'projeto', 'prevê', 'ações', 'parceria', 'Semad', 'Saneago', 'outros', 'parceiros', 'ano', 'inteiro', '.', 'Nessa', 'semana', 'exemplo', 'alguns', 'desses', 'adolescentes', 'Semad', 'pra', 'receber', 'aulas', 'sobre', 'desmatamento', 'sobre', 'monitoramento', 'qualidade', 'água', '.', 'Nesse', 'vídeo', 'gente', 'mostra', 'trecho', 'redações', 'vencedoras', '.', 'autora', 'Emily', 'Iyukari', 'Soma', 'Hamano', 'Escola', 'Estadual', 'Edmo', 'Teixeira', 'Iporá', '.', 'agradecimento', '@', 'profmarcospedro', '@', 'seducgoias', 'parceria', 'sempre', '.', '@', 'santos_rubia27', '@', 'leonardoserpa_', '@', 'bento_jrocha', '@', 'eeedmoteixeira', '#', 'embaixadoresdocerrado']",['positivo']
"['#', 'COP28', 'Audiovisual/PR']",['positivo']
"['segundo', 'dia', 'COP', '28', 'sendo', '``', 'pra', 'lá', 'especial', ""''"", '!', '!', 'Hoje', 'secretária', 'meio', 'ambiente', 'Andréa', 'Vulcanis', 'levou', 'Goiás', 'foco', 'discussão', 'Conferência', 'Nações', 'Unidas', 'sobre', 'Mudanças', 'Climáticas', '2023', 'Dubai', '.', 'fala', 'citou', 'importância', 'não', 'apenas', 'apontar', 'certo', 'errado', 'sim', 'conscientizar', 'tentar', 'mudar', 'mente', 'coração', 'pessoas', 'ainda', 'insistem', 'não', 'preservar', 'meio', 'ambiente', '.', 'fala', 'bastante', 'especial', 'convida', 'repensar', 'atitudes', 'ter', 'esperança', 'mundo', 'melhor', 'próximas', 'gerações', '!']",['positivo']
"['investigação', 'conduzida', 'Instituto', 'Estudos', 'Avançados', '(', 'IEA', ')', 'Universidade', 'Paulo', '(', 'USP', ')', 'explorou', 'áreas', 'restauração', 'florestal', 'coletando', 'informações', 'sobre', 'potencial', 'projetos', 'reflorestamento', 'alinhados', 'abordagem', 'bioeconômica', '.', 'pesquisadores', 'desenvolveram', 'modelos', 'crescimento', 'delinearam', 'cenários', 'produção', 'madeira', 'partir', '10', 'espécies', 'árvores', 'nativas', 'Mata', 'Atlântica', '.', 'espécies', 'não', 'apenas', 'indicaram', 'viabilidade', 'econômica', '(', 'comercialização', 'madeira', ')', 'contribuíram', 'restauração', 'ecossistema', 'atlântico', '.', 'Leia', 'tudo', 'através', 'link', 'stories', 'bio', '.', 'https', ':', '//florestalbrasil.com/reflorestamento-com-especies-nativas-e-comercializacao-da-madeira/', '#', 'madeira', '#', 'floresta', '#', 'arvores', '#', 'meioambiente', '#', 'silvicultura', '#', 'usp', '#', 'reflorestamento', '#', 'mataatlantica']",['positivo']
"['``', 'encontro', 'hoje', 'reunião', 'precedentes', 'história', 'COPs', '.', 'primeira', 'vez', 'floresta', 'vem', 'falar', 'si', '.', 'não', 'poderia', 'utilizar', 'palavra', 'falar', 'sobre', 'floresta', 'governo', 'pessoa', 'floresta', '.', 'Marina', 'responsável', 'sucesso', 'política', 'preservação', 'ambiental', 'fazendo', 'Brasil', '.', ""''"", '``', 'Tudo', 'acontecendo', 'Brasil', 'presidente', 'graças', 'compromisso', 'democracia', 'combate', 'desigualdade', 'proteção', 'meio', 'ambiente', 'enfrentamento', 'mudança', 'clima', '.', '(', '...', ')', 'Compromisso', 'floresta', 'não', 'governo', '.', 'ação', 'toda', 'humanidade', '.', ""''"", '#', 'COP28']",['positivo']
"['Reino', 'Unido', 'apoia', 'iniciativas', 'Brasil', 'florestas', 'desenvolvimento', 'sustentável', 'comunidades', 'protegem', 'anunciamos', 'hoje', 'novo', 'aporte', 'financeiro', '£35', 'milhões', 'Fundo', 'Amazônia', '.', 'Além', 'anúncio', 'deste', 'valor', 'assinado', '@', 'bndesgovbr', 'contrato', 'doação', '£80', 'milhões', 'fundo', 'havia', 'sido', 'anunciada', 'maio', '.', 'ministra', '@', 'energygovuk', '@', 'clairecoutinho', 'fez', 'anúncio', 'ministra', '@', 'mmeioambiente', '@', 'marinasilvaoficial', 'presidente', '@', 'bndesgovbr', 'Aloizio', 'Mercadante', 'durante', '#', 'COP28', '.', 'contribuição', 'Fundo', 'Amazônia', 'neste', 'ano', 'totaliza', 'R', '$', '700', 'milhões', '.']",['positivo']
"['GOIÁS', 'COP28', '|', 'acompanhando', 'secretária', 'Andréa', 'Vulcanis', 'várias', 'agendas', 'COP28', 'Dubai', 'deputada', 'estadual', 'Rosângela', 'Rezende', 'presidente', 'Comissão', 'Meio', 'Ambiente', 'Assembleia', 'Legislativa', 'Goiás', '.', 'Confira', 'recado', '!', '@', 'andrea_vulcanis', '@', 'rosangelarezendego', '@', 'assembleiago', '#', 'cop28']",['positivo']
"['Vou', 'contar', 'história', 'iniciou', 'dia', 'quente', '1982', 'durante', 'mês', 'março', 'desse', 'ano', '.', 'Professor', 'biólogo', 'Francis', 'Putz', '“', 'Jack', '”', 'conhecido', 'resolveu', 'descansar', 'sob', 'bosque', 'siriúbas', 'Mangue', 'preto', 'conhecida', 'aqui', 'Brasil', 'tentar', 'fugir', 'calor', 'tarde', '.', 'cansaço', 'causado', 'após', 'horas', 'pesquisa', 'campo', 'Parque', 'Nacional', 'Guanacaste', 'Costa', 'Rica', 'Putz', 'decidiu', 'então', 'deitar', 'breve', 'siesta', '.', 'olhar', 'cima', 'vento', 'agitou', 'copas', 'siriúbas', 'acima', 'resultando', 'contato', 'ramos', 'árvores', 'vizinhas', 'vez', 'roçaram', 'arrancaram', 'partes', 'folhas', 'galhos', 'expostos', '.', 'nesse', 'momento', 'Putz', 'informou', 'poderia', 'lacunas', 'mútuas', 'criadas', 'dossel', 'florestal', '.', 'Entenda', 'lendo', 'matéria', 'íntegra', ':', 'https', ':', '//florestalbrasil.com/entenda-o-fenomeno-chamado-a-timidez-entre-as-arvores/', '#', 'google_vignette', '#', 'florestas', '#', 'curiosidades', '#', 'timidezdascopas', '#', 'timidezdasarvores', '#', 'florestalbrasil']",['positivo']
"['secretária', 'Meio', 'Ambiente', 'Desenvolvimento', 'Sustentável', '(', 'Semad', ')', 'Andréa', 'Vulcanis', 'coordenou', 'neste', 'sábado', '(', '02/12', ')', 'durante', 'Conferência', 'Nações', 'Unidas', 'sobre', 'Mudanças', 'Climáticas', '2023', '(', 'COP28', ')', 'Dubai', 'Emirados', 'Árabes', 'Unidos', 'painel', 'sobre', 'conservação', 'restauração', 'biomas', '.', 'apresentou', 'Programa', 'Juntos', 'Araguaia', 'estratégia', 'restauração', 'ambiental', 'face', 'degradação', 'aconteceu', 'longo', 'anos', 'Cerrado', '“', 'bioma', 'característica', 'especial', 'solo', 'frágil', '”', '.', '“', 'degradação', 'aconteceu', 'longo', 'anos', 'instaurou', 'estado', 'solos', 'frágeis', '.', 'rios', 'berços', 'maioria', 'bacias', 'brasileiras', 'acabaram', 'sofrer', 'assoreamento', 'grande', '”', 'explica', 'secretária', 'durante', 'painel', 'contou', 'participações', 'secretários', 'Meio', 'Ambiente', 'estados', 'Rio', 'Grande', 'Sul', 'Paraná', 'Amazonas', 'Paraíba', 'Roraima', '.', '“', 'quase', '5⃣0⃣0⃣', 'hectares', 'restaurados', '.', 'constituímos', 'Juntos', 'Araguaia', 'partir', 'governança', 'diferenciada', '.', 'Não', 'existem', 'recursos', 'públicos', 'sendo', 'investidos', 'projeto', '”', 'destaca', 'secretária', '.', '“', 'Goiás', 'ainda', 'possui', '35', '%', 'vegetação', 'nativa', 'restante', 'degradado', 'consequências', 'significativas', 'disponibilidade', 'hídrica', '”', 'informa', 'André', 'Vulcanis', '.', 'lembra', 'Goiás', 'seis', 'meses', 'seca', 'seis', 'chuvas', '.', '“', 'Neste', 'período', 'seca', 'muitos', 'municípios', 'ficam', 'água', 'abastecimento', '.', 'partir', 'daí', 'instauramos', 'Programa', 'Juntos', 'Araguaia', 'estratégia', 'restauração', 'ambiental', '.', 'Sofremos', 'consequências', 'degradação', 'aconteceu', 'longo', 'anos', 'território', 'cujos', 'solos', 'frágeis', '”', 'conclui', 'secretária', '.', '#', 'COP28', '#', 'SemadGO', '#', 'GovernoDeGoiás', '#', 'JuntosPeloAraguaia', '#', 'JPA', '#', 'Programajpa', '#', 'EscritórioExecutivo']",['irrelevante']
"['subsecretário', 'Biodiversidade', 'Conservação', 'Segurança', 'Hídrica', 'Saneamento', 'Semad', 'Jorge', 'Werneck', 'representou', 'pasta', 'estadual', 'durante', 'mesa', 'conversa', 'nesta', 'sexta-feira', '(', '1º', ')', 'Encontro', 'Programa', 'Produtor', 'Água', 'Brasília', '.', 'evento', 'realizado', 'sede', 'Agência', 'Nacional', 'Águas', 'Saneamento', '(', 'ANA', ')', 'responsável', 'programa', '.', 'participou', 'gerente', 'Semad', 'Fabrício', 'Aires', '.', 'subsecretário', 'Semad', 'participou', 'mesa', '4', 'sobre', '“', 'Serviços', 'ambientais', 'prestados', 'intervenções', 'PSA', '”', '.', 'debate', 'girou', 'torno', 'práticas', 'edáficas', '(', 'relativas', 'características', 'físicas', 'químicas', 'solo', ')', 'conservação', 'recuperação', 'vegetação', 'nativa', 'Planos', 'Individuais', 'Propriedades', '(', 'PIPs', ')', 'serviço', 'ambiental', 'prestado', 'cada', 'grupo', 'práticas', 'fim', 'metodologias', 'cálculo', 'arranjos', 'implementação', 'Pagamento', 'Serviços', 'Ambientais', '(', 'PSA', ')', '.', 'Encontro', 'começou', 'nesta', 'quinta', '(', '30/11', ')', 'terminou', 'sexta-feira', '(', '01º/12', ')', '.', 'ação', 'reuniu', 'cerca', '140', 'pessoas', 'representantes', 'projetos', 'produtores', 'água', 'parceiros', 'iniciativas', 'órgãos', 'gestores', 'recursos', 'hídricos', 'meio', 'ambiente', 'comitês', 'agências', 'bacias', 'hidrográficas', 'agências', 'reguladoras', 'serviços', 'companhias', 'saneamento', 'básico', 'organizações', 'sociedade', 'civil', 'universidades', 'outros', '.', 'Nesta', 'última', 'realização', 'ANA', 'lançou', 'novo', 'Manual', 'Diretrizes', 'Programa', 'Produtor', 'Água', '(', 'MOP', ')', 'traz', 'modelo', 'apoio', 'programas', 'projetos', 'pensado', 'forma', 'ampliar', 'escala', 'Produtor', 'Água', '.', 'modelo', 'faz', 'maior', 'aproximação', 'Programa', 'estados', 'Distrito', 'Federal', 'além', 'trabalhar', 'conformidade', 'execução', 'planos', 'recursos', 'hídricos', 'junto', 'comitês', 'bacias', 'hidrográficas', 'prioritariamente', 'bacias', 'hidrográficas', 'estratégicas', '.', 'publicação', 'disponibilizada', 'site', 'ANA', 'breve', '.', '@', 'jorgewerneck', '@', 'fabricioaires_n']",['irrelevante']
"['GOIÁS', 'COP28', '|', 'sábado', '(', '2', ')', 'terceiro', 'dia', 'COP28', 'Dubai', 'Fundação', 'Boticário', 'divulgou', 'pesquisa', 'feita', 'âmbito', 'nacional', 'mediu', 'percepção', 'brasileiros', 'sobre', 'mudanças', 'climáticas', '.', 'Confira', 'aí', '.', '@', 'milvogabriel', '@', 'andrea_vulcanis', '@', 'naty_abrito', '@', 'jpgurgelsilva']",['positivo']
"['data', 'ontem', 'presidente', 'Lula', 'oficializou', 'convite', 'recebido', 'compor', 'OPEP+', '(', 'grupo', 'expandido', 'Organização', 'Países', 'Exportadores', 'Petróleo', ')', 'Lula', 'tentou', 'atenuar', 'notícia', 'esclarecendo', 'Brasil', 'participará', 'OPEP+', 'não', 'OPEP', 'si', '.', 'comparou', 'situação', 'participar', 'G7+', 'enfatizando', 'papel', 'Brasil', 'observar', 'falar', 'apenas', 'após', 'decisões', 'tomadas', 'grupo', '.', 'setor', 'petróleo', 'juntamente', 'carvão', 'mineral', 'gás', 'principais', 'impulsionadores', 'aquecimento', 'global', 'eventos', 'extremos', 'associados', '.', 'demanda', 'eliminar', 'exploração', 'desses', 'combustíveis', 'sido', 'principais', 'pautas', 'discutidas', 'Conferência', 'Clima', 'ONU', '(', 'COP28', ')', '.', 'sigla', 'OPEP+', 'engloba', '“', 'países', 'aliados', '”', 'não', 'fazem', 'parte', 'organização', 'colaboram', 'políticas', 'internacionais', '.', 'Desde', 'possível', 'adesão', 'Brasil', 'OPEP+', 'levantada', 'quinta-feira', 'anterior', 'diversas', 'organizações', 'destacaram', 'contradição', 'discurso', 'Lula', 'favor', 'transição', 'energética', 'decisão', 'anunciada', '.', 'entrada', 'Brasil', 'organização', 'durante', 'conferência', 'clima', 'criticada', 'inadequada', 'diversos', 'representantes', 'organizações', 'ambientais', 'secretário', 'executivo', 'Observatório', 'Clima', 'Marcio', 'Astrini', 'chamou', 'ação', '“', 'escárnio', '”', '.', 'diretor', 'programas', 'Greenpeace', 'Brasil', 'Leandro', 'Ramos', 'considerou', 'decisão', 'equivocada', 'perigosa', 'expressando', 'preocupação', 'falta', 'foco', 'transição', 'energética', 'eliminação', 'progressiva', 'combustíveis', 'fósseis', '.', 'Enquanto', 'Brasil', 'opta', 'integrar', 'OPEP+', 'Colômbia', 'sentido', 'oposto', 'anunciou', 'intenção', 'distanciar', 'combustíveis', 'fósseis', '.', 'presidente', 'informou', 'país', 'unirá', 'bloco', 'nações', 'buscam', 'negociar', 'Tratado', 'Não', 'Proliferação', 'Combustíveis', 'Fósseis', '.', 'iniciativa', 'conta', 'apoio', 'rede', 'global', 'composta', 'organizações', 'sociedade', 'civil', 'cientistas', 'acadêmicos', 'ganhadores', 'Prêmio', 'Nobel', 'Organização', 'Mundial', 'Saúde', 'profissionais', 'saúde', 'Parlamento', 'Europeu', 'outros', '.', 'Leia', 'tudo', 'completo', 'link', 'bio', 'stories', '.', 'https', ':', '//florestalbrasil.com/durante-a-cop-28-lula-confirma-a-adesao-do-brasil-a-opep/', '#', 'cop']",['irrelevante']
"['MARINA', 'DISCURSA', 'COP28', '|', 'Durante', 'sessão', 'Conferência', 'Clima', 'ONU', 'presidente', 'Luiz', 'Inácio', 'Lula', 'Silva', 'emocionou', 'passar', 'palavra', 'ministra', 'Meio', 'Ambiente', '.', 'Nomeada', '100', 'lideranças', 'climáticas', 'influentes', 'mundo', 'revista', 'Time', 'Marina', 'Silva', 'fez', 'balanço', 'ações', 'convocou', 'países', 'comprometerem', 'financiamento', 'climático', '.']",['irrelevante']
